,SCOPeURL,PDB_ID
990,d2vu9a2,2vu9
991,d2vxna_,2vxn
992,d2w1va_,2w1v
993,d2w6ka1,2w6k
994,d2wbma1,2wbm
995,d2wbma2,2wbm
996,d2wdsa_,2wds
997,d2we5a_,2we5
998,d2wfia_,2wfi
999,d2wkxa1,2wkx
1000,d2wlva_,2wlv
1001,d2wn9a_,2wn9
1002,d2wnpf_,2wnp
1003,d2woea_,2woe
1004,d2wqka_,2wqk
1005,d2wura_,2wur
1006,d2wyta_,2wyt
1007,d2wzka_,2wzk
1008,d2x42a3,2x42
1009,d2x5oa1,2x5o
1010,d2x5oa2,2x5o
1011,d2x5oa3,2x5o
1012,d2xhia1,2xhi
1013,d2xi8a_,2xi8
1014,d2xjpa_,2xjp
1015,d2xola_,2xol
1016,d2xova_,2xov
1017,d2xu3a_,2xu3
1018,d2xw6a_,2xw6
1019,d2xzga1,2xzg
1020,d2y5fl_,2y5f
1021,d2y71a_,2y71
1022,d2y8ya1,2y8y
1023,d2yima_,2yim
1024,d2ykza_,2ykz
1025,d2ylba_,2ylb
1026,d2z16a_,2z16
1027,d2z51a1,2z51
1028,d2z7fi_,2z7f
1029,d2za4b_,2za4
1030,d2zcwa2,2zcw
1031,d2zw2a_,2zw2
1032,d3a38a_,3a38
1033,d3a4ra_,3a4r
1034,d3a9sa1,3a9s
1035,d3a9sa2,3a9s
1036,d3aa0a_,3aa0
1037,d3ag3c_,3ag3
1038,d3ag3d_,3ag3
1039,d3ag3e_,3ag3
1040,d3ag3g_,3ag3
1041,d3ag3h_,3ag3
1042,d3ag3i_,3ag3
1043,d3ag3j_,3ag3
1044,d3ag3k_,3ag3
1045,d3ag3l_,3ag3
1046,d3ag3m_,3ag3
1047,d3agna_,3agn
1048,d3amra_,3amr
1049,d3ar4a2,3ar4
1050,d3ar4a4,3ar4
1051,d3arcb_,3arc
1052,d3arce_,3arc
1053,d3arch_,3arc
1054,d3arci_,3arc
1055,d3arck_,3arc
1056,d3awua_,3awu
1057,d3awub_,3awu
1058,d3axja_,3axj
1059,d3b0ga1,3b0g
1060,d3b0ga2,3b0g
1061,d3b64a_,3b64
1062,d3bbba_,3bbb
1063,d3bhda_,3bhd
1064,d3bhpa_,3bhp
1065,d3bi1a2,3bi1
1066,d3bn0a1,3bn0
1067,d3bofa2,3bof
1068,d3bp3a_,3bp3
1069,d3bqoa_,3bqo
1070,d3brda3,3brd
1071,d3bula1,3bul
1072,d3buxb2,3bux
1073,d3bvua1,3bvu
1074,d3bvua2,3bvu
1075,d3bwud_,3bwu
1076,d3bypa1,3byp
1077,d3byqa1,3byq
1078,d3bzka3,3bzk
1079,d3c7xa_,3c7x
1080,d3c8ga1,3c8g
1081,d3c8wa1,3c8w
1082,d3c8ya1,3c8y
1083,d3c9ua2,3c9u
1084,d3ci0k1,3ci0
1085,d3ci3a_,3ci3
1086,d3cima_,3cim
1087,d3cjsb1,3cjs
1088,d3cr3a1,3cr3
1089,d3ct6a1,3ct6
1090,d3cu9a_,3cu9
1091,d3cwca_,3cwc
1092,d3czza_,3czz
1093,d3d06a_,3d06
1094,d3d36c_,3d36
1095,d3d3ba_,3d3b
1096,d3d3ra1,3d3r
1097,d3db7a_,3db7
1098,d3dbya1,3dby
1099,d3ddta_,3ddt
1100,d3dk9a3,3dk9
1101,d3dkma_,3dkm
1102,d3dnfa_,3dnf
1103,d3dnja_,3dnj
1104,d3dxra_,3dxr
1105,d3e9va1,3e9v
1106,d3ea6a1,3ea6
1107,d3eeqa2,3eeq
1108,d3eera_,3eer
1109,d3eipa_,3eip
1110,d3eoja_,3eoj
1111,d3epwa_,3epw
1112,d3essa_,3ess
1113,d3eyea_,3eye
1114,d3f0da_,3f0d
1115,d3f0pa2,3f0p
1116,d3f42a_,3f42
1117,d3f6ya_,3f6y
1118,d3faua_,3fau
1119,d3fila_,3fil
1120,d3fsoa_,3fso
1121,d3fsta_,3fst
1122,d3fx7a_,3fx7
1123,d3fxka2,3fxk
1124,d3fyba_,3fyb
1125,d3g0ma_,3g0m
1126,d3g21a_,3g21
1127,d3g91a_,3g91
1128,d3ge3e_,3ge3
1129,d3gmxa_,3gmx
1130,d3gp6a_,3gp6
1131,d3gwkc_,3gwk
1132,d3h0na_,3h0n
1133,d3h1da_,3h1d
1134,d3h63a_,3h63
1135,d3h7ia1,3h7i
1136,d3h7ia2,3h7i
1137,d3hhta_,3hht
1138,d3hmsa_,3hms
1139,d3hwua_,3hwu
1140,d3i94a_,3i94
1141,d3ijwa_,3ijw
1142,d3ilwa_,3ilw
1143,d3ip0a_,3ip0
1144,d3ip4c_,3ip4
1145,d3ivva_,3ivv
1146,d3jqka_,3jqk
1147,d3ju4a1,3ju4
1148,d3ju4a2,3ju4
1149,d3jvla_,3jvl
1150,d3k2za2,3k2z
1151,d3k34a_,3k34
1152,d3k6ia_,3k6i
1153,d3klra_,3klr
1154,d3ksna_,3ksn
1155,d3ku3a_,3ku3
1156,d3kwda_,3kwd
1157,d3l00a2,3l00
1158,d3l51b_,3l51
1159,d3l5oa_,3l5o
1160,d3l8wa1,3l8w
1161,d3lasa_,3las
1162,d3ldqb_,3ldq
1163,d3llpa1,3llp
1164,d3lmna_,3lmn
1165,d3lvjc_,3lvj
1166,d3lyea_,3lye
1167,d3m4ia_,3m4i
1168,d3m5qa_,3m5q
1169,d3m7va2,3m7v
1170,d3m9qa_,3m9q
1171,d3mcwa_,3mcw
1172,d3mg3a1,3mg3
1173,d3mmha_,3mmh
1174,d3mqda1,3mqd
1175,d3mzfa2,3mzf
1176,d3n08a_,3n08
1177,d3n2wa_,3n2w
1178,d3n4ja_,3n4j
1179,d3nfta_,3nft
1180,d3nira_,3nir
1181,d3nvsa_,3nvs
1182,d3o4pa_,3o4p
1183,d3o6ca_,3o6c
1184,d3og2a3,3og2
1185,d3ojca1,3ojc
1186,d3omya_,3omy
1187,d3orsa_,3ors
1188,d3os4a1,3os4
1189,d3os4a2,3os4
1190,d3osea_,3ose
1191,d3osxa_,3osx
1192,d3oxpa_,3oxp
1193,d3pbta1,3pbt
1194,d3pc7a_,3pc7
1195,d3pdfa1,3pdf
1196,d3piwa_,3piw
1197,d3pkza_,3pkz
1198,d3pmsa1,3pms
1199,d3proc1,3pro
1200,d3psma_,3psm
1201,d3pzwa2,3pzw
1202,d3q20a_,3q20
1203,d3q46a_,3q46
1204,d3qm9a_,3qm9
1205,d3qpaa_,3qpa
1206,d3qq8a2,3qq8
1207,d3qzba_,3qzb
1208,d3r87a_,3r87
1209,d3r8ja_,3r8j
1210,d3rf3a1,3rf3
1211,d3rjsa_,3rjs
1212,d3rlff1,3rlf
1213,d3rlff2,3rlf
1214,d3rloa1,3rlo
1215,d3rofa_,3rof
1216,d3rq7a1,3rq7
1217,d3rssa1,3rss
1218,d3rvca_,3rvc
1219,d3rzna_,3rzn
1220,d3s4ea_,3s4e
1221,d3s4ya1,3s4y
1222,d3s8ga_,3s8g
1223,d3s9za_,3s9z
1224,d3sjld_,3sjl
1225,d3sk7a_,3sk7
1226,d3swoa1,3swo
1227,d3swoa2,3swo
1228,d3sxua_,3sxu
1229,d3t0ha_,3t0h
1230,d3t3la_,3t3l
1231,d3t63a_,3t63
1232,d3tg0a_,3tg0
1233,d3tn2a_,3tn2
1234,d3tvji_,3tvj
1235,d3u1ua_,3u1u
1236,d3u7qa_,3u7q
1237,d3u81a_,3u81
1238,d3u9wa1,3u9w
1239,d3uawa_,3uaw
1240,d3ucia_,3uci
1241,d3ueja_,3uej
1242,d3ui4a_,3ui4
1243,d3ulja_,3ulj
1244,d3umha_,3umh
1245,d3v5wg_,3v5w
1246,d3vdpa_,3vdp
1247,d3w07a_,3w07
1248,d3w5ha1,3w5h
1249,d3w5ha2,3w5h
1250,d3wcqa_,3wcq
1251,d3zhoa_,3zho
1252,d3zqua_,3zqu
1253,d3zuca_,3zuc
1254,d3zyla2,3zyl
1255,d3zyqa1,3zyq
1256,d4a02a_,4a02
1257,d4a1ia1,4a1i
1258,d4a1ia2,4a1i
1259,d4a2va_,4a2v
1260,d4a5sa1,4a5s
1261,d4a82a1,4a82
1262,d4a8ua_,4a8u
1263,d4ac7a_,4ac7
1264,d4ac7b_,4ac7
1265,d4acfa1,4acf
1266,d4af1a1,4af1
1267,d4af1a2,4af1
1268,d4affa_,4aff
1269,d4agha_,4agh
1270,d4aiwa_,4aiw
1271,d4al0a_,4al0
1272,d4atma_,4atm
1273,d4au1a_,4au1
1274,d4axoa_,4axo
1275,d4ay7a_,4ay7
1276,d4b4ua1,4b4u
1277,d4dhla1,4dhl
1278,d4dnda_,4dnd
1279,d4doia_,4doi
1280,d4drib_,4dri
1281,d4duia_,4dui
1282,d4dwra_,4dwr
1283,d4e29a_,4e29
1284,d4e2va_,4e2v
1285,d4e3ya_,4e3y
1286,d4e4ra_,4e4r
1287,d4eada2,4ead
1288,d4eada3,4ead
1289,d4ee6a_,4ee6
1290,d4egua_,4egu
1291,d4emta_,4emt
1292,d4enea_,4ene
1293,d4eo7a_,4eo7
1294,d4eqpa_,4eqp
1295,d4esma_,4esm
1296,d4espa_,4esp
1297,d4f01a1,4f01
1298,d4f01a2,4f01
1299,d4f19a_,4f19
1300,d4fhrb_,4fhr
1301,d4fioa_,4fio
1302,d4fw1a2,4fw1
1303,d4fyxb1,4fyx
1304,d4fyxb2,4fyx
1305,d4g1qa1,4g1q
1306,d4g3na_,4g3n
1307,d4g78a_,4g78
1308,d4gmua1,4gmu
1309,d4gt9a_,4gt9
1310,d4gv2a1,4gv2
1311,d4gwba_,4gwb
1312,d4gwga2,4gwg
1313,d4h27a_,4h27
1314,d4h6ca_,4h6c
1315,d4hdra_,4hdr
1316,d4hl2a_,4hl2
1317,d4htga2,4htg
1318,d4hwsa2,4hws
1319,d4hwwa_,4hww
1320,d4hy4a_,4hy4
1321,d4i6ya2,4i6y
1322,d4i7ea_,4i7e
1323,d4i8ha_,4i8h
1324,d4i9oa_,4i9o
1325,d4iaua_,4iau
1326,d4j7da_,4j7d
1327,d4j9yb_,4j9y
1328,d4jera_,4jer
1329,d4jp6a_,4jp6
1330,d4jxqa_,4jxq
1331,d4kefa_,4kef
1332,d4klia1,4kli
1333,d4klia2,4kli
1334,d4lera_,4ler
1335,d4lrsa2,4lrs
1336,d4lwra_,4lwr
1337,d4mjra1,4mjr
1338,e1gk9.1A,1gk9
1339,e1gk9.1B,1gk9
1340,e1mtp.1A,1mtp
1341,e1mtp.1B,1mtp
1342,e1n13.1A,1n13
1343,e1n13.1B,1n13
1344,e1qd6.1C,1qd6
1345,e1qqp.12,1qqp
1346,e1qtn.1A,1qtn
1347,e1qtn.1B,1qtn
